LSIP-SOC2,SOC2,SOC 2 digit label,Intercept,Coefficient,WeightedRoles,Value
York and North Yorkshire-SOC52,52,"Skilled metal, electrical and electronic trades",587.0258064516129,-0.5842741935483872,-0.0003746280888119346,6861.0
Dorset-SOC52,52,"Skilled metal, electrical and electronic trades",549.7741935483871,0.7096774193548384,0.00045185135470529386,6813.0
Cambridgeshire and Peterborough-SOC52,52,"Skilled metal, electrical and electronic trades",1276.9096774193547,-5.631451612903224,-0.007226872028081983,13732.0
Worcestershire-SOC52,52,"Skilled metal, electrical and electronic trades",515.5225806451614,1.1286290322580639,0.0006985575412875983,6623.0
West Midlands and Warwickshire-SOC52,52,"Skilled metal, electrical and electronic trades",3141.9354838709673,-22.207661290322573,-0.0653186468876081,31473.0
Kent and Medway-SOC52,52,"Skilled metal, electrical and electronic trades",1466.9741935483871,1.0883064516129026,0.001843119706365774,18122.0
Greater London-SOC52,52,"Skilled metal, electrical and electronic trades",6923.645161290323,18.030241935483865,0.1488774420215664,88355.0
Greater Manchester-SOC53,53,Skilled construction and building trades,662.0129032258064,1.8036290322580635,0.001449410419537407,8599.0
Cheshire and Warrington-SOC53,53,Skilled construction and building trades,236.2064516129032,-2.486693548387096,-0.00047942172293581045,2063.0
Norfolk and Suffolk-SOC53,53,Skilled construction and building trades,354.18709677419355,-0.6487903225806451,-0.00024622580473628643,4061.0
South Yorkshire-SOC53,53,Skilled construction and building trades,238.2516129032258,-2.263709677419354,-0.00045716366646875276,2161.0
Lancashire-SOC53,53,Skilled construction and building trades,241.47741935483867,-1.8786290322580639,-0.00040643232135915774,2315.0
North East-SOC53,53,Skilled construction and building trades,222.88387096774193,-2.3314516129032254,-0.0004277036129203609,1963.0
Gloucestershire-SOC53,53,Skilled construction and building trades,176.83870967741933,-0.8991935483870965,-0.00015672137421536886,1865.0
West Midlands and Warwickshire-SOC53,53,Skilled construction and building trades,745.9354838709678,1.594758064516129,0.0014098800205114455,9460.0
"Brighton and Hove, East Sussex, West Sussex-SOC53",53,Skilled construction and building trades,467.2,-1.9943548387096768,-0.0009395401447330959,5041.0
West Yorkshire-SOC53,53,Skilled construction and building trades,441.94193548387096,-2.0124999999999993,-0.0008894087870530823,4729.0
Hertfordshire-SOC53,53,Skilled construction and building trades,278.0258064516129,-1.9149193548387093,-0.0004899820217207176,2738.0
Tees Valley-SOC53,53,Skilled construction and building trades,151.3548387096774,-2.114919354838709,-0.00023361864518011967,1182.0
Leicester and Leicestershire-SOC53,53,Skilled construction and building trades,215.3032258064516,-2.202419354838709,-0.0003955939226351532,1922.0
Derbyshire and Nottinghamshire-SOC53,53,Skilled construction and building trades,460.39354838709676,-2.2866935483870963,-0.00103900857953536,4862.0
Thames Valley Berkshire-SOC53,53,Skilled construction and building trades,321.341935483871,-1.5697580645161286,-0.0004943776588068749,3370.0
Oxfordshire-SOC53,53,Skilled construction and building trades,276.741935483871,-1.6209677419354833,-0.0004238559608361486,2798.0
Cumbria-SOC53,53,Skilled construction and building trades,101.81935483870967,-0.3495967741935482,-3.731038524384176e-05,1142.0
West of England and North Somerset-SOC53,53,Skilled construction and building trades,374.01290322580644,-0.7064516129032257,-0.0002828977282906799,4285.0
Worcestershire-SOC53,53,Skilled construction and building trades,90.77419354838709,-0.2258064516129031,-2.336039488418746e-05,1107.0
Kent and Medway-SOC53,53,Skilled construction and building trades,496.71612903225804,-3.554838709677418,-0.001638472593377616,4932.0
Dorset-SOC53,53,Skilled construction and building trades,172.7741935483871,-0.9435483870967739,-0.000161277615900501,1829.0
Enterprise M3 LEP (including all of Surrey)-SOC53,53,Skilled construction and building trades,587.8903225806451,0.22459677419354848,0.00015049389509135165,7170.0
StokeonTrent and Staffordshire-SOC53,53,Skilled construction and building trades,178.74193548387098,-0.9879032258064512,-0.000172182675707468,1865.0
Cambridgeshire and Peterborough-SOC53,53,Skilled construction and building trades,254.19354838709677,-1.7096774193548383,-0.0003980009567421709,2491.0
South East Midlands-SOC53,53,Skilled construction and building trades,394.31612903225806,-0.8302419354838707,-0.00034690099732305663,4471.0
North of Tyne-SOC53,53,Skilled construction and building trades,223.63870967741934,-1.7254032258064513,-0.00034651595326103796,2149.0
Cornwall and the Isles of Scilly-SOC53,53,Skilled construction and building trades,141.49032258064517,-1.7262096774193543,-0.00018987431610137774,1177.0
Swindon and Wiltshire-SOC53,53,Skilled construction and building trades,187.9806451612903,-1.3637096774193542,-0.0002380647020113329,1868.0
The Marches-SOC53,53,Skilled construction and building trades,136.7032258064516,-1.5943548387096769,-0.00017209299036125502,1155.0
Hull and East Yorkshire-SOC53,53,Skilled construction and building trades,90.43225806451613,-0.18427419354838692,-1.9218740669238305e-05,1116.0
Greater London-SOC53,53,Skilled construction and building trades,2294.032258064516,-0.7258064516129032,-0.0018613703728567732,27442.0
Heart of the SouthWest-SOC53,53,Skilled construction and building trades,416.51612903225805,-1.1915322580645158,-0.0005163439741183103,4637.0
Liverpool City Region-SOC53,53,Skilled construction and building trades,260.0322580645161,-1.7641129032258058,-0.0004185865699169488,2539.0
Solent-SOC53,53,Skilled construction and building trades,289.31612903225806,-1.0379032258064511,-0.00030573086377813934,3152.0
"Essex, SouthendonSea and Thurrock-SOC53",53,Skilled construction and building trades,347.8258064516129,-0.757258064516129,-0.00028031411202721095,3961.0
Buckinghamshire-SOC53,53,Skilled construction and building trades,129.0774193548387,-1.2447580645161287,-0.00013668442433507048,1175.0
Greater Lincolnshire-SOC53,53,Skilled construction and building trades,179.40645161290323,-0.9931451612903224,-0.00017346755018218438,1869.0
York and North Yorkshire-SOC53,53,Skilled construction and building trades,176.1032258064516,-1.0487903225806448,-0.00017995236595716327,1836.0
Liverpool City Region-SOC54,54,"Textiles, printing and other skilled trades",313.8322580645161,-1.5802419354838706,-0.00048601276685825763,3291.0
Hertfordshire-SOC54,54,"Textiles, printing and other skilled trades",489.23225806451615,-3.5346774193548374,-0.0016093602778018514,4872.0
"Brighton and Hove, East Sussex, West Sussex-SOC54",54,"Textiles, printing and other skilled trades",717.1806451612903,2.60766129032258,0.002302190769124134,9447.0
"Essex, SouthendonSea and Thurrock-SOC54",54,"Textiles, printing and other skilled trades",516.5483870967741,-4.118951612903224,-0.0019208057561821766,4990.0
Hull and East Yorkshire-SOC54,54,"Textiles, printing and other skilled trades",99.59999999999998,-1.525403225806451,-0.00011903299161528227,835.0
Norfolk and Suffolk-SOC54,54,"Textiles, printing and other skilled trades",541.7870967741935,-1.3375,-0.0007615899099228418,6093.0
The Marches-SOC54,54,"Textiles, printing and other skilled trades",222.3290322580645,-2.4096774193548383,-0.00043462272433193857,1930.0
Cumbria-SOC54,54,"Textiles, printing and other skilled trades",193.19354838709677,-1.4737903225806444,-0.0002590721377766606,1881.0
Oxfordshire-SOC54,54,"Textiles, printing and other skilled trades",495.1483870967742,-3.5677419354838698,-0.001632416797630635,4896.0
South Yorkshire-SOC54,54,"Textiles, printing and other skilled trades",226.78064516129032,-2.441935483870967,-0.0004486564461366706,1966.0
Worcestershire-SOC54,54,"Textiles, printing and other skilled trades",187.76129032258063,-1.4044354838709674,-0.00024294301960154177,1851.0
Cornwall and the Isles of Scilly-SOC54,54,"Textiles, printing and other skilled trades",275.5290322580645,-2.47258064516129,-0.000584149148171747,2528.0
Solent-SOC54,54,"Textiles, printing and other skilled trades",412.8709677419355,-1.3608870967741933,-0.000577269340044245,4539.0
StokeonTrent and Staffordshire-SOC54,54,"Textiles, printing and other skilled trades",288.72258064516126,-2.172177419354838,-0.0005643341129989478,2780.0
Cambridgeshire and Peterborough-SOC54,54,"Textiles, printing and other skilled trades",340.44516129032263,-0.005645161290322803,-2.186212204157107e-06,4144.0
Cheshire and Warrington-SOC54,54,"Textiles, printing and other skilled trades",370.94193548387096,-0.5749999999999997,-0.00023031181834332295,4286.0
West Yorkshire-SOC54,54,"Textiles, printing and other skilled trades",479.94193548387096,-2.9943548387096763,-0.0013737019316050019,4909.0
Greater Lincolnshire-SOC54,54,"Textiles, printing and other skilled trades",281.9225806451613,-1.920564516129032,-0.0005000417029323305,2786.0
Enterprise M3 LEP (including all of Surrey)-SOC54,54,"Textiles, printing and other skilled trades",1048.4258064516127,1.5903225806451613,0.0019659642875121917,13228.0
Dorset-SOC54,54,"Textiles, printing and other skilled trades",317.27096774193546,-1.7588709677419343,-0.0005370062343494733,3267.0
Gloucestershire-SOC54,54,"Textiles, printing and other skilled trades",347.541935483871,-0.808064516129032,-0.0002991211291280781,3961.0
Thames Valley Berkshire-SOC54,54,"Textiles, printing and other skilled trades",483.39354838709676,-3.1173387096774188,-0.001423421980228749,4886.0
Tees Valley-SOC54,54,"Textiles, printing and other skilled trades",104.48387096774194,-0.7822580645161288,-8.158502603571628e-05,1116.0
Derbyshire and Nottinghamshire-SOC54,54,"Textiles, printing and other skilled trades",567.0967741935484,-0.47782258064516114,-0.000301103665157327,6743.0
South East Midlands-SOC54,54,"Textiles, printing and other skilled trades",556.7677419354839,-4.731451612903223,-0.002350140813379405,5315.0
Buckinghamshire-SOC54,54,"Textiles, printing and other skilled trades",239.52903225806452,-1.7185483870967737,-0.00037436932021006695,2331.0
West Midlands and Warwickshire-SOC54,54,"Textiles, printing and other skilled trades",920.9354838709677,-1.9314516129032253,-0.0018952623898248302,10500.0
Kent and Medway-SOC54,54,"Textiles, printing and other skilled trades",533.3225806451612,-1.7842741935483863,-0.0009901431795049367,5938.0
Swindon and Wiltshire-SOC54,54,"Textiles, printing and other skilled trades",262.1161290322581,-1.9447580645161286,-0.00045836017449940635,2522.0
West of England and North Somerset-SOC54,54,"Textiles, printing and other skilled trades",493.79354838709673,-3.259274193548385,-0.0015129036502668453,4967.0
North of Tyne-SOC54,54,"Textiles, printing and other skilled trades",240.96129032258062,-1.890725806451612,-0.0004010981158200056,2270.0
Leicester and Leicestershire-SOC54,54,"Textiles, printing and other skilled trades",274.72258064516126,-1.9725806451612893,-0.0004951502340035383,2686.0
Heart of the SouthWest-SOC54,54,"Textiles, printing and other skilled trades",667.0258064516129,2.264516129032257,0.0018538548915757965,8760.0
Greater London-SOC54,54,"Textiles, printing and other skilled trades",3667.741935483871,-13.088709677419354,-0.049371518556170946,40363.0
Greater Manchester-SOC54,54,"Textiles, printing and other skilled trades",743.5483870967743,0.4395161290322577,0.00037496802642041636,9129.0
North East-SOC54,54,"Textiles, printing and other skilled trades",210.18709677419355,-2.0237903225806444,-0.0003604828632511332,1906.0
York and North Yorkshire-SOC54,54,"Textiles, printing and other skilled trades",387.9483870967742,-0.8012096774193544,-0.00032795670134981374,4380.0
Lancashire-SOC54,54,"Textiles, printing and other skilled trades",328.94193548387096,-1.8975806451612895,-0.0005976216959530319,3370.0
South East Midlands-SOC61,61,Caring personal service occupations,1768.2903225806451,-8.983870967741932,-0.015690825134517538,18689.0
Buckinghamshire-SOC61,61,Caring personal service occupations,731.4193548387098,0.737903225806451,0.0006260165287590919,9078.0
West of England and North Somerset-SOC61,61,Caring personal service occupations,1663.0451612903225,-4.7185483870967735,-0.00820504530386681,18607.0
Gloucestershire-SOC61,61,Caring personal service occupations,1013.5225806451613,-3.115322580645161,-0.0033050011747574504,11352.0
Swindon and Wiltshire-SOC61,61,Caring personal service occupations,1020.5870967741936,-0.288709677419356,-0.00033013914526211453,12236.0
Cornwall and the Isles of Scilly-SOC61,61,Caring personal service occupations,713.8451612903226,1.19516129032258,0.0010029956925439573,8980.0
Dorset-SOC61,61,Caring personal service occupations,1036.277419354839,1.7407258064516113,0.002132372206679423,13108.0
Lancashire-SOC61,61,Caring personal service occupations,1922.9483870967742,1.7633064516129027,0.003929190835623933,23844.0
Oxfordshire-SOC61,61,Caring personal service occupations,1139.883870967742,-0.7124999999999995,-0.0008999725526664979,13516.0
StokeonTrent and Staffordshire-SOC61,61,Caring personal service occupations,1218.7935483870967,-3.2572580645161273,-0.004169707037586204,13698.0
Hull and East Yorkshire-SOC61,61,Caring personal service occupations,533.0645161290322,-0.7741935483870969,-0.0004499521356090187,6219.0
Tees Valley-SOC61,61,Caring personal service occupations,656.8709677419355,-0.6008064516129035,-0.00043306604296552737,7713.0
Cambridgeshire and Peterborough-SOC61,61,Caring personal service occupations,1303.858064516129,-6.583870967741934,-0.008470036636810608,13766.0
Solent-SOC61,61,Caring personal service occupations,1314.3290322580647,2.4572580645161293,0.0038379684031621788,16713.0
West Yorkshire-SOC61,61,Caring personal service occupations,2090.348387096774,-3.3120967741935465,-0.0075261609969294015,24315.0
North East-SOC61,61,Caring personal service occupations,1042.2516129032258,-3.795967741935483,-0.004055822399355653,11433.0
The Marches-SOC61,61,Caring personal service occupations,883.6,-3.4588709677419343,-0.0031096080068158923,9620.0
Norfolk and Suffolk-SOC61,61,Caring personal service occupations,1972.0451612903225,-0.13991935483870957,-0.00031230653306980714,23884.0
Cumbria-SOC61,61,Caring personal service occupations,568.5096774193548,-0.4693548387096773,-0.00029567992500363627,6741.0
"Brighton and Hove, East Sussex, West Sussex-SOC61",61,Caring personal service occupations,2334.5677419354843,6.829435483870964,0.01938704434067331,30376.0
Liverpool City Region-SOC61,61,Caring personal service occupations,1807.8967741935485,-10.511693548387093,-0.01837300434993825,18703.0
Thames Valley Berkshire-SOC61,61,Caring personal service occupations,1325.2193548387097,-1.7556451612903226,-0.002573952554365727,15688.0
South Yorkshire-SOC61,61,Caring personal service occupations,996.6193548387097,0.6770161290322586,0.0007735343776729159,12226.0
Kent and Medway-SOC61,61,Caring personal service occupations,2503.81935483871,-11.686290322580641,-0.02923294590861524,26767.0
Enterprise M3 LEP (including all of Surrey)-SOC61,61,Caring personal service occupations,3016.690322580645,-14.16814516129032,-0.04247202370383398,32077.0
Greater Manchester-SOC61,61,Caring personal service occupations,3005.567741935484,-14.48104838709677,-0.04325168068906851,31960.0
Leicester and Leicestershire-SOC61,61,Caring personal service occupations,1017.9225806451612,-0.2612903225806453,-0.0002985409629136685,12226.0
North of Tyne-SOC61,61,Caring personal service occupations,990.3741935483871,-0.44475806451612926,-0.0004934508851073952,11872.0
Derbyshire and Nottinghamshire-SOC61,61,Caring personal service occupations,2388.3612903225803,-11.324999999999996,-0.02705915278856777,25567.0
Worcestershire-SOC61,61,Caring personal service occupations,684.5096774193548,0.4258064516129033,0.00033752560022988156,8482.0
York and North Yorkshire-SOC61,61,Caring personal service occupations,1164.0967741935483,-1.9717741935483863,-0.002473449120521829,13423.0
Heart of the SouthWest-SOC61,61,Caring personal service occupations,2059.0193548387097,-1.0899193548387092,-0.0025058841651260295,24602.0
"Essex, SouthendonSea and Thurrock-SOC61",61,Caring personal service occupations,1920.9612903225807,-1.191129032258064,-0.002546115805583789,22873.0
Hertfordshire-SOC61,61,Caring personal service occupations,1421.7548387096774,0.027419354838709293,4.3999630852099736e-05,17171.0
Cheshire and Warrington-SOC61,61,Caring personal service occupations,1413.0838709677419,-0.3580645161290317,-0.0005714044836456923,17076.0
West Midlands and Warwickshire-SOC61,61,Caring personal service occupations,3039.2774193548385,-19.03346774193548,-0.05554492649800521,31227.0
Greater Lincolnshire-SOC61,61,Caring personal service occupations,1381.458064516129,-10.109274193548384,-0.012897705861806791,13652.0
Greater London-SOC61,61,Caring personal service occupations,11154.625806451613,27.799596774193528,0.3689771800098216,142025.0
Greater Lincolnshire-SOC62,62,"Leisure, travel and related personal service occupations",170.9741935483871,-2.8915322580645157,-0.00032264770568318974,1194.0
Hull and East Yorkshire-SOC62,62,"Leisure, travel and related personal service occupations",71.2838709677419,-2.7999999999999985,-1.3868519889691056e-05,53.0
Gloucestershire-SOC62,62,"Leisure, travel and related personal service occupations",203.19354838709677,-1.8850806451612891,-0.00032996199786188306,1873.0
Hertfordshire-SOC62,62,"Leisure, travel and related personal service occupations",268.3225806451613,-1.8971774193548379,-0.00046381191306159964,2616.0
South Yorkshire-SOC62,62,"Leisure, travel and related personal service occupations",164.7225806451613,-2.702419354838709,-0.00029725243319585,1177.0
Enterprise M3 LEP (including all of Surrey)-SOC62,62,"Leisure, travel and related personal service occupations",606.6967741935483,0.8899193548387093,0.0006287364818219724,7560.0
South East Midlands-SOC62,62,"Leisure, travel and related personal service occupations",320.0,-1.981854838709677,-0.0006000854051695893,3240.0
Cornwall and the Isles of Scilly-SOC62,62,"Leisure, travel and related personal service occupations",166.09677419354836,-2.689516129032257,-0.0003028708056239904,1205.0
"Essex, SouthendonSea and Thurrock-SOC62",62,"Leisure, travel and related personal service occupations",324.89677419354837,-1.8947580645161286,-0.0005880562262185548,3321.0
Kent and Medway-SOC62,62,"Leisure, travel and related personal service occupations",402.90967741935486,-0.9016129032258063,-0.0003832942180116555,4549.0
Thames Valley Berkshire-SOC62,62,"Leisure, travel and related personal service occupations",258.5354838709677,-1.9044354838709672,-0.00044244939115452195,2486.0
York and North Yorkshire-SOC62,62,"Leisure, travel and related personal service occupations",234.38709677419354,-1.9637096774193539,-0.0004041018212597697,2202.0
Solent-SOC62,62,"Leisure, travel and related personal service occupations",222.20645161290324,-2.291129032258064,-0.00042116291337713244,1967.0
Norfolk and Suffolk-SOC62,62,"Leisure, travel and related personal service occupations",314.7548387096774,-1.7870967741935477,-0.0005384424811081132,3224.0
West Yorkshire-SOC62,62,"Leisure, travel and related personal service occupations",289.45806451612907,-1.7060483870967735,-0.000465713807645094,2921.0
North East-SOC62,62,"Leisure, travel and related personal service occupations",139.66451612903225,-1.6645161290322574,-0.000179977236683424,1157.0
Leicester and Leicestershire-SOC62,62,"Leisure, travel and related personal service occupations",174.63225806451612,-0.9467741935483868,-0.00016244834881484787,1836.0
West of England and North Somerset-SOC62,62,"Leisure, travel and related personal service occupations",293.38709677419354,-1.651209677419354,-0.00047095885539889316,3052.0
Worcestershire-SOC62,62,"Leisure, travel and related personal service occupations",111.00645161290322,-4.23024193548387,-2.8859199411683417e-05,73.0
Heart of the SouthWest-SOC62,62,"Leisure, travel and related personal service occupations",364.71612903225804,-1.5689516129032248,-0.0005665560486099155,3864.0
Greater London-SOC62,62,"Leisure, travel and related personal service occupations",3029.3612903225803,-15.885483870967736,-0.04740930417125217,31935.0
Cambridgeshire and Peterborough-SOC62,62,"Leisure, travel and related personal service occupations",190.5548387096774,-1.4499999999999997,-0.00025163793855105553,1857.0
Derbyshire and Nottinghamshire-SOC62,62,"Leisure, travel and related personal service occupations",352.4774193548387,-1.4270161290322576,-0.0005079676642453641,3809.0
Greater Manchester-SOC62,62,"Leisure, travel and related personal service occupations",570.6322580645161,0.1379032258064516,8.992938079370915e-05,6978.0
Tees Valley-SOC62,62,"Leisure, travel and related personal service occupations",106.48387096774192,-3.8729838709677407,-4.126166535414045e-05,114.0
"Brighton and Hove, East Sussex, West Sussex-SOC62",62,"Leisure, travel and related personal service occupations",408.8709677419355,-0.7459677419354837,-0.0003250038678501285,4662.0
Dorset-SOC62,62,"Leisure, travel and related personal service occupations",169.54838709677418,-0.7237903225806448,-0.00012418858012037986,1836.0
Buckinghamshire-SOC62,62,"Leisure, travel and related personal service occupations",141.47096774193548,-1.8056451612903222,-0.00019523693456113684,1157.0
Liverpool City Region-SOC62,62,"Leisure, travel and related personal service occupations",235.18709677419352,-2.049999999999999,-0.0004199432680344726,2192.0
The Marches-SOC62,62,"Leisure, travel and related personal service occupations",103.42580645161289,-4.068951612903224,-1.8632658236611902e-05,49.0
Cumbria-SOC62,62,"Leisure, travel and related personal service occupations",150.36774193548385,-2.1681451612903215,-0.0002348378006448378,1159.0
Lancashire-SOC62,62,"Leisure, travel and related personal service occupations",229.0774193548387,-2.2266129032258055,-0.00042740674688781203,2054.0
Oxfordshire-SOC62,62,"Leisure, travel and related personal service occupations",270.9548387096774,-2.2088709677419347,-0.0005268017753646881,2552.0
West Midlands and Warwickshire-SOC62,62,"Leisure, travel and related personal service occupations",570.4580645161291,5.003629032258061,0.00393491573766289,8415.0
StokeonTrent and Staffordshire-SOC62,62,"Leisure, travel and related personal service occupations",162.6709677419355,-2.429032258064516,-0.00027853133314933813,1227.0
Cheshire and Warrington-SOC62,62,"Leisure, travel and related personal service occupations",239.72258064516126,-2.2064516129032246,-0.0004536420469960677,2200.0
North of Tyne-SOC62,62,"Leisure, travel and related personal service occupations",173.2064516129032,-0.879838709677419,-0.00015096349962265675,1836.0
Swindon and Wiltshire-SOC62,62,"Leisure, travel and related personal service occupations",154.1806451612903,-2.3096774193548373,-0.0002510309420986188,1163.0
Buckinghamshire-SOC63,63,Community and civil enforcement occupations,9.838709677419352,-0.286290322580645,-1.2039692485317288e-06,45.0
"Brighton and Hove, East Sussex, West Sussex-SOC63",63,Community and civil enforcement occupations,26.23870967741935,-0.658064516129032,-7.687315389686158e-06,125.0
Kent and Medway-SOC63,63,Community and civil enforcement occupations,28.709677419354833,-0.9233870967741931,-6.989804566827868e-06,81.0
West Yorkshire-SOC63,63,Community and civil enforcement occupations,11.18064516129032,-0.34193548387096756,-1.437980172894234e-06,45.0
Gloucestershire-SOC63,63,Community and civil enforcement occupations,9.838709677419352,-0.286290322580645,-1.2039692485317288e-06,45.0
Lancashire-SOC63,63,Community and civil enforcement occupations,9.838709677419352,-0.286290322580645,-1.2039692485317288e-06,45.0
Swindon and Wiltshire-SOC63,63,Community and civil enforcement occupations,9.838709677419352,-0.286290322580645,-1.2039692485317288e-06,45.0
North East-SOC63,63,Community and civil enforcement occupations,10.316129032258065,-0.35645161290322575,-1.0992861007251207e-06,33.0
Liverpool City Region-SOC63,63,Community and civil enforcement occupations,10.599999999999998,-0.32177419354838693,-1.353193606096225e-06,45.0
Greater Manchester-SOC63,63,Community and civil enforcement occupations,54.43225806451614,3.497177419354838,0.0005503715365444889,1684.0
Derbyshire and Nottinghamshire-SOC63,63,Community and civil enforcement occupations,10.819354838709678,-0.3314516129032258,-1.39389115815927e-06,45.0
Cornwall and the Isles of Scilly-SOC63,63,Community and civil enforcement occupations,9.838709677419352,-0.286290322580645,-1.2039692485317288e-06,45.0
South Yorkshire-SOC63,63,Community and civil enforcement occupations,9.838709677419352,-0.286290322580645,-1.2039692485317288e-06,45.0
Solent-SOC63,63,Community and civil enforcement occupations,10.096774193548384,-0.2983870967741934,-1.2548411886105343e-06,45.0
The Marches-SOC63,63,Community and civil enforcement occupations,8.21290322580645,-0.3016129032258063,-5.91923285005834e-07,21.0
Cumbria-SOC63,63,Community and civil enforcement occupations,9.838709677419352,-0.286290322580645,-1.2039692485317288e-06,45.0
West Midlands and Warwickshire-SOC63,63,Community and civil enforcement occupations,16.4516129032258,-0.6895161290322577,-1.3531936060962248e-06,21.0
North of Tyne-SOC63,63,Community and civil enforcement occupations,9.838709677419352,-0.286290322580645,-1.2039692485317288e-06,45.0
Cambridgeshire and Peterborough-SOC63,63,Community and civil enforcement occupations,9.838709677419352,-0.286290322580645,-1.2039692485317288e-06,45.0
South East Midlands-SOC63,63,Community and civil enforcement occupations,10.096774193548384,-0.2983870967741934,-1.2548411886105343e-06,45.0
Norfolk and Suffolk-SOC63,63,Community and civil enforcement occupations,10.561290322580643,-0.3193548387096773,-1.343019218080464e-06,45.0
Heart of the SouthWest-SOC63,63,Community and civil enforcement occupations,17.04516129032258,-0.5068548387096773,-3.2683525769296545e-06,69.0
West of England and North Somerset-SOC63,63,Community and civil enforcement occupations,11.18064516129032,-0.34193548387096756,-1.437980172894234e-06,45.0
Cheshire and Warrington-SOC63,63,Community and civil enforcement occupations,9.838709677419352,-0.286290322580645,-1.2039692485317288e-06,45.0
Worcestershire-SOC63,63,Community and civil enforcement occupations,8.516129032258064,-0.2782258064516128,-8.58040055995852e-07,33.0
Enterprise M3 LEP (including all of Surrey)-SOC63,63,Community and civil enforcement occupations,27.70322580645161,-0.5923387096774191,-9.355199048818016e-06,169.0
"Essex, SouthendonSea and Thurrock-SOC63",63,Community and civil enforcement occupations,10.561290322580643,-0.3193548387096773,-1.343019218080464e-06,45.0
Thames Valley Berkshire-SOC63,63,Community and civil enforcement occupations,9.651612903225804,-0.28064516129032246,-1.1802290098282864e-06,45.0
York and North Yorkshire-SOC63,63,Community and civil enforcement occupations,9.838709677419352,-0.286290322580645,-1.2039692485317288e-06,45.0
Oxfordshire-SOC63,63,Community and civil enforcement occupations,9.838709677419352,-0.286290322580645,-1.2039692485317288e-06,45.0
Hull and East Yorkshire-SOC63,63,Community and civil enforcement occupations,9.838709677419352,-0.286290322580645,-1.2039692485317288e-06,45.0
Greater London-SOC63,63,Community and civil enforcement occupations,52.70967741935482,-2.348790322580644,3.2925450106560196e-06,-15.0
StokeonTrent and Staffordshire-SOC63,63,Community and civil enforcement occupations,9.838709677419352,-0.286290322580645,-1.2039692485317288e-06,45.0
Dorset-SOC63,63,Community and civil enforcement occupations,9.838709677419352,-0.286290322580645,-1.2039692485317288e-06,45.0
Leicester and Leicestershire-SOC63,63,Community and civil enforcement occupations,9.838709677419352,-0.286290322580645,-1.2039692485317288e-06,45.0
Tees Valley-SOC63,63,Community and civil enforcement occupations,9.838709677419352,-0.286290322580645,-1.2039692485317288e-06,45.0
Hertfordshire-SOC63,63,Community and civil enforcement occupations,9.838709677419352,-0.286290322580645,-1.2039692485317288e-06,45.0
Greater Lincolnshire-SOC63,63,Community and civil enforcement occupations,11.896774193548385,-0.37661290322580626,-1.5838130677868096e-06,45.0
North East-SOC71,71,Sales occupations,384.9548387096774,-3.1342741935483853,-0.001072633952171567,3662.0
York and North Yorkshire-SOC71,71,Sales occupations,523.8967741935484,-3.989516129032257,-0.0019010846268424715,5099.0
Cheshire and Warrington-SOC71,71,Sales occupations,519.832258064516,-3.943145161290321,-0.001870512399635201,5076.0
StokeonTrent and Staffordshire-SOC71,71,Sales occupations,389.18709677419355,-1.4895161290322578,-0.0005870093570575703,4217.0
Hull and East Yorkshire-SOC71,71,Sales occupations,182.89032258064515,-2.440725806451612,-0.0003453353851049424,1514.0
"Brighton and Hove, East Sussex, West Sussex-SOC71",71,Sales occupations,873.6516129032258,-1.087096774193548,-0.001034523031005478,10183.0
Thames Valley Berkshire-SOC71,71,Sales occupations,505.63870967741934,-3.453225806451612,-0.0016248776514767934,5035.0
"Essex, SouthendonSea and Thurrock-SOC71",71,Sales occupations,730.1870967741935,0.0608870967741937,5.0579482947730335e-05,8889.0
Greater Lincolnshire-SOC71,71,Sales occupations,498.3806451612903,-4.154838709677419,-0.0018486238995506275,4761.0
West Yorkshire-SOC71,71,Sales occupations,822.0129032258064,-2.397983870967741,-0.0020628434159302806,9205.0
Liverpool City Region-SOC71,71,Sales occupations,500.7741935483871,-3.8568548387096757,-0.0017582122527649707,4878.0
Hertfordshire-SOC71,71,Sales occupations,554.916129032258,-1.226612903225806,-0.0007217195356054786,6296.0
Norfolk and Suffolk-SOC71,71,Sales occupations,724.8838709677419,-0.04717741935483853,-3.882037747413631e-05,8805.0
Buckinghamshire-SOC71,71,Sales occupations,224.29677419354837,-1.6758064516129025,-0.00034047059568250267,2174.0
West of England and North Somerset-SOC71,71,Sales occupations,629.5032258064516,-1.4447580645161284,-0.0009705086455121209,7188.0
Greater Manchester-SOC71,71,Sales occupations,1317.1612903225807,-7.451612903225803,-0.009545981636305852,13708.0
The Marches-SOC71,71,Sales occupations,263.5806451612903,-2.7681451612903216,-0.0005957705225779421,2303.0
North of Tyne-SOC71,71,Sales occupations,339.76129032258063,-2.531451612903225,-0.0007847138444929591,3317.0
Cumbria-SOC71,71,Sales occupations,248.2774193548387,-1.92258064516129,-0.0004215108774472714,2346.0
Leicester and Leicestershire-SOC71,71,Sales occupations,355.8645161290322,-2.5379032258064504,-0.0008303541896198973,3501.0
Swindon and Wiltshire-SOC71,71,Sales occupations,355.6322580645161,-2.1241935483870957,-0.0007156415823023743,3605.0
West Midlands and Warwickshire-SOC71,71,Sales occupations,1208.6387096774192,-4.832258064516128,-0.005937984473268901,13149.0
Lancashire-SOC71,71,Sales occupations,572.658064516129,-4.815322580645159,-0.0024692016526715157,5487.0
