LSIP-SOC2,SOC2,SOC 2 digit label,Intercept,Coefficient,WeightedRoles,Value
Thames Valley Berkshire-SOC33,33,Protective service occupations,83.98064516129033,0.8782258064516123,0.00010300211280889333,1255.0
Oxfordshire-SOC33,33,Protective service occupations,98.93548387096774,0.03427419354838676,3.824439406368827e-06,1194.0
Greater Manchester-SOC34,34,"Culture, media and sports occupations",752.7290322580644,0.7387096774193547,0.0006450640382463172,9344.0
Enterprise M3 LEP (including all of Surrey)-SOC34,34,"Culture, media and sports occupations",543.8709677419356,1.83266129032258,0.0012178928985312983,7111.0
Hertfordshire-SOC34,34,"Culture, media and sports occupations",325.9677419354839,0.8165322580645159,0.00032072214622682905,4203.0
Cornwall and the Isles of Scilly-SOC34,34,"Culture, media and sports occupations",114.33548387096774,-0.6096774193548385,-6.76881685912554e-05,1188.0
Thames Valley Berkshire-SOC34,34,"Culture, media and sports occupations",318.2516129032258,1.4258064516129025,0.0005694968235756563,4274.0
Norfolk and Suffolk-SOC34,34,"Culture, media and sports occupations",260.3806451612903,-0.23346774193548392,-6.68516077988484e-05,3064.0
Solent-SOC34,34,"Culture, media and sports occupations",255.78709677419354,-0.9161290322580642,-0.00023741203386158115,2773.0
Dorset-SOC34,34,"Culture, media and sports occupations",165.29032258064518,1.2036290322580636,0.000266248472790444,2367.0
Heart of the SouthWest-SOC34,34,"Culture, media and sports occupations",319.3741935483871,1.1802419354838702,0.0004694278737829511,4256.0
StokeonTrent and Staffordshire-SOC34,34,"Culture, media and sports occupations",183.2774193548387,0.42419354838709655,9.371470533059516e-05,2364.0
West Yorkshire-SOC34,34,"Culture, media and sports occupations",504.4838709677419,-3.502016129032257,-0.0016560173080719944,5060.0
North of Tyne-SOC34,34,"Culture, media and sports occupations",180.40645161290323,0.7286290322580646,0.00016369565341974314,2404.0
Worcestershire-SOC34,34,"Culture, media and sports occupations",114.58064516129032,-0.6854838709677418,-7.51435079341822e-05,1173.0
Leicester and Leicestershire-SOC34,34,"Culture, media and sports occupations",240.4774193548387,-1.1145161290322576,-0.00026268039027915383,2522.0
Greater London-SOC34,34,"Culture, media and sports occupations",4586.935483870968,0.052419354838710686,0.0002725582890915573,55638.0
Buckinghamshire-SOC34,34,"Culture, media and sports occupations",152.8967741935484,-0.10645161290322583,-1.8374492561441616e-05,1847.0
The Marches-SOC34,34,"Culture, media and sports occupations",141.71612903225807,-1.1697580645161285,-0.0001444092719116592,1321.0
Hull and East Yorkshire-SOC34,34,"Culture, media and sports occupations",101.25806451612902,-0.06451612903225802,-7.186886230985017e-06,1192.0
Kent and Medway-SOC34,34,"Culture, media and sports occupations",394.5354838709677,-0.17258064516129032,-7.523846888899599e-05,4665.0
Cumbria-SOC34,34,"Culture, media and sports occupations",109.99354838709678,-0.4391129032258063,-4.891574440964179e-05,1192.0
South Yorkshire-SOC34,34,"Culture, media and sports occupations",242.38709677419354,-1.268145161290322,-0.00029663748564759363,2503.0
South East Midlands-SOC34,34,"Culture, media and sports occupations",385.36129032258066,0.005645161290322518,2.4267799563518786e-06,4600.0
Lancashire-SOC34,34,"Culture, media and sports occupations",263.3354838709677,-0.46653225806451587,-0.00013088460865398225,3002.0
Liverpool City Region-SOC34,34,"Culture, media and sports occupations",253.71612903225807,0.03185483870967729,9.121376539048362e-06,3064.0
Cambridgeshire and Peterborough-SOC34,34,"Culture, media and sports occupations",254.6774193548387,-0.20362903225806436,-5.747021912161939e-05,3020.0
Greater Lincolnshire-SOC34,34,"Culture, media and sports occupations",192.85806451612905,0.05927419354838715,1.315604894815776e-05,2375.0
"Brighton and Hove, East Sussex, West Sussex-SOC34",34,"Culture, media and sports occupations",427.8709677419355,-0.29032258064516125,-0.00013758485767446533,5071.0
Cheshire and Warrington-SOC34,34,"Culture, media and sports occupations",251.59354838709675,-1.4544354838709672,-0.0003466018326324746,2550.0
Oxfordshire-SOC34,34,"Culture, media and sports occupations",269.10967741935485,-0.5592741935483869,-0.00016103218705180967,3081.0
"Essex, SouthendonSea and Thurrock-SOC34",34,"Culture, media and sports occupations",366.0516129032258,-0.23306451612903206,-9.455013563544485e-05,4341.0
Swindon and Wiltshire-SOC34,34,"Culture, media and sports occupations",176.8516129032258,-0.5451612903225805,-9.863398425329711e-05,1936.0
Derbyshire and Nottinghamshire-SOC34,34,"Culture, media and sports occupations",391.30967741935484,-0.22903225806451602,-9.845792965770583e-05,4600.0
North East-SOC34,34,"Culture, media and sports occupations",169.67096774193547,-0.5197580645161292,-9.126919696371062e-05,1879.0
Gloucestershire-SOC34,34,"Culture, media and sports occupations",189.1032258064516,0.1931451612903227,4.281487989204287e-05,2372.0
York and North Yorkshire-SOC34,34,"Culture, media and sports occupations",187.36129032258066,0.27580645161290307,6.116435099554937e-05,2373.0
Tees Valley-SOC34,34,"Culture, media and sports occupations",137.24516129032259,-0.9487903225806451,-0.00011925833546837212,1345.0
West Midlands and Warwickshire-SOC34,34,"Culture, media and sports occupations",728.3032258064517,0.23508064516129015,0.00019440493340187754,8849.0
West of England and North Somerset-SOC34,34,"Culture, media and sports occupations",355.79999999999995,0.2362903225806453,9.616793869578815e-05,4355.0
Cumbria-SOC35,35,Business and public service associate professionals,472.51612903225805,-2.401209677419354,-0.0011177452668046045,4981.0
"Essex, SouthendonSea and Thurrock-SOC35",35,Business and public service associate professionals,2289.4709677419355,0.04717741935483825,0.00012142114658009171,27540.0
StokeonTrent and Staffordshire-SOC35,35,Business and public service associate professionals,1394.7612903225806,0.6258064516129019,0.0009998405771373497,17096.0
Buckinghamshire-SOC35,35,Business and public service associate professionals,863.2129032258064,-1.7048387096774185,-0.001575070932140319,9886.0
Dorset-SOC35,35,Business and public service associate professionals,988.0516129032258,-3.0032258064516117,-0.0030872861531676837,11000.0
Tees Valley-SOC35,35,Business and public service associate professionals,633.516129032258,0.5887096774193543,0.00042924311087590096,7802.0
Swindon and Wiltshire-SOC35,35,Business and public service associate professionals,1153.0516129032258,-0.9205645161290318,-0.0011706116130320104,13607.0
Worcestershire-SOC35,35,Business and public service associate professionals,703.6129032258065,1.0564516129032253,0.0008744449377691164,8857.0
Cornwall and the Isles of Scilly-SOC35,35,Business and public service associate professionals,488.72258064516126,-3.248790322580644,-0.0015074299802460408,4965.0
West Midlands and Warwickshire-SOC35,35,Business and public service associate professionals,6350.0,-28.052419354838698,-0.18229300087750244,69535.0
Heart of the SouthWest-SOC35,35,Business and public service associate professionals,1893.7677419354839,0.3814516129032256,0.0008249669642143074,23142.0
Cheshire and Warrington-SOC35,35,Business and public service associate professionals,1777.1032258064517,-3.558870967741935,-0.006734270968154335,20248.0
North East-SOC35,35,Business and public service associate professionals,986.6258064516129,-3.5249999999999986,-0.0035801808383968832,10868.0
Kent and Medway-SOC35,35,Business and public service associate professionals,2792.1290322580644,-7.8850806451612865,-0.02301526890306105,31233.0
Solent-SOC35,35,Business and public service associate professionals,1866.8645161290322,-7.737499999999996,-0.01457909229042063,20162.0
Norfolk and Suffolk-SOC35,35,Business and public service associate professionals,1821.1935483870968,3.2258064516129012,0.006897481416314481,22880.0
Hertfordshire-SOC35,35,Business and public service associate professionals,2244.367741935484,-7.238709677419353,-0.016883681539629266,24958.0
Oxfordshire-SOC35,35,Business and public service associate professionals,1844.8451612903227,-7.089112903225806,-0.013244105299483595,19991.0
West of England and North Somerset-SOC35,35,Business and public service associate professionals,2837.948387096774,-11.514919354838707,-0.03324860483591284,30897.0
Derbyshire and Nottinghamshire-SOC35,35,Business and public service associate professionals,2869.064516129032,-12.453629032258062,-0.036116187929755406,31032.0
Thames Valley Berkshire-SOC35,35,Business and public service associate professionals,2541.812903225806,-13.855241935483864,-0.03481001522019109,26884.0
Leicester and Leicestershire-SOC35,35,Business and public service associate professionals,1638.3999999999999,-5.611693548387095,-0.00955674579968026,18223.0
Gloucestershire-SOC35,35,Business and public service associate professionals,1341.7677419354839,-4.799999999999998,-0.006683355617353328,14899.0
"Brighton and Hove, East Sussex, West Sussex-SOC35",35,Business and public service associate professionals,2772.5548387096774,-7.966129032258061,-0.02328459237737321,31277.0
Greater Manchester-SOC35,35,Business and public service associate professionals,6104.6322580645165,-15.255241935483868,-0.10060724941786899,70569.0
North of Tyne-SOC35,35,Business and public service associate professionals,1240.9612903225805,-4.459274193548385,-0.005693855722951418,13663.0
Lancashire-SOC35,35,Business and public service associate professionals,1887.2451612903226,-14.045564516129028,-0.0246101080681893,18749.0
York and North Yorkshire-SOC35,35,Business and public service associate professionals,1247.7483870967742,-4.44798387096774,-0.005712278336599883,13742.0
Greater London-SOC35,35,Business and public service associate professionals,27026.025806451613,44.24637096774192,1.40295056619384,339288.0
Enterprise M3 LEP (including all of Surrey)-SOC35,35,Business and public service associate professionals,3887.948387096774,-20.60967741935483,-0.07933589812923993,41191.0
The Marches-SOC35,35,Business and public service associate professionals,703.6967741935483,1.2245967741935484,0.0010169407087583602,8886.0
South East Midlands-SOC35,35,Business and public service associate professionals,2913.232258064516,-15.363306451612898,-0.04424571979247636,30817.0
Greater Lincolnshire-SOC35,35,Business and public service associate professionals,1042.090322580645,-3.884677419354837,-0.0041440700668591126,11415.0
South Yorkshire-SOC35,35,Business and public service associate professionals,1523.7548387096774,-3.914112903225805,-0.006322647146468676,17285.0
Liverpool City Region-SOC35,35,Business and public service associate professionals,1769.3419354838709,-9.24314516129032,-0.016090105840857502,18627.0
Hull and East Yorkshire-SOC35,35,Business and public service associate professionals,539.6129032258065,1.4092741935483866,0.0009142738985589635,6942.0
West Yorkshire-SOC35,35,Business and public service associate professionals,3591.761290322581,-20.156451612903222,-0.07006587212323284,37196.0
Cambridgeshire and Peterborough-SOC35,35,Business and public service associate professionals,1884.432258064516,1.3399193548387094,0.0029096197837830697,23236.0
Lancashire-SOC41,41,Administrative occupations,1813.090322580645,-11.570161290322575,-0.020041407392736854,18535.0
Cambridgeshire and Peterborough-SOC41,41,Administrative occupations,1879.483870967742,-13.909274193548383,-0.02421792037993015,18631.0
Worcestershire-SOC41,41,Administrative occupations,783.9096774193549,-0.08306451612903246,-7.279066186407835e-05,9377.0
Heart of the SouthWest-SOC41,41,Administrative occupations,1892.8129032258064,-0.09717741935483833,-0.0002084768280031274,22956.0
Derbyshire and Nottinghamshire-SOC41,41,Administrative occupations,2826.2258064516127,-9.784274193548384,-0.02864557193163752,31328.0
Liverpool City Region-SOC41,41,Administrative occupations,1773.0516129032258,-9.599999999999996,-0.01667003567031911,18581.0
South East Midlands-SOC41,41,Administrative occupations,2677.8967741935485,-9.352419354838705,-0.025729330505402114,29438.0
Enterprise M3 LEP (including all of Surrey)-SOC41,41,Administrative occupations,3515.0,-16.495967741935477,-0.057683895589459445,37418.0
Thames Valley Berkshire-SOC41,41,Administrative occupations,1905.1032258064515,-14.570967741935481,-0.025624657758081044,18818.0
Greater Manchester-SOC41,41,Administrative occupations,4862.309677419355,15.303225806451607,0.0904750813063985,63263.0
Cheshire and Warrington-SOC41,41,Administrative occupations,1717.1806451612904,-7.589919354838707,-0.013151234691529116,18541.0
Gloucestershire-SOC41,41,Administrative occupations,1362.6387096774192,-9.019758064516127,-0.011642538188389707,13812.0
West of England and North Somerset-SOC41,41,Administrative occupations,2122.2129032258063,-3.1947580645161273,-0.0074010475649383895,24789.0
Hertfordshire-SOC41,41,Administrative occupations,2028.7870967741935,-1.16008064516129,-0.0026341290476507824,24297.0
"Brighton and Hove, East Sussex, West Sussex-SOC41",41,Administrative occupations,2523.935483870968,0.9274193548387093,0.002689132203776091,31027.0
York and North Yorkshire-SOC41,41,Administrative occupations,1228.0967741935483,-3.832661290322579,-0.004898416905319371,13676.0
Swindon and Wiltshire-SOC41,41,Administrative occupations,983.5225806451613,-2.1798387096774188,-0.002272428084056651,11155.0
Tees Valley-SOC41,41,Administrative occupations,637.3806451612904,0.6758064516129029,0.0004996316374123766,7911.0
North of Tyne-SOC41,41,Administrative occupations,1046.6387096774195,1.4540322580645149,0.0017845725094312265,13133.0
Hull and East Yorkshire-SOC41,41,Administrative occupations,550.2516129032258,0.5931451612903225,0.00037893023457710257,6836.0
Kent and Medway-SOC41,41,Administrative occupations,2760.258064516129,-4.604838709677417,-0.013767833392228713,31993.0
Cumbria-SOC41,41,Administrative occupations,501.36129032258066,1.572177419354838,0.0009635387375263015,6558.0
Cornwall and the Isles of Scilly-SOC41,41,Administrative occupations,489.683870967742,1.6427419354838702,0.0009842180681195803,6411.0
Norfolk and Suffolk-SOC41,41,Administrative occupations,1920.2774193548387,2.033064516129032,0.004538084924474221,23885.0
Dorset-SOC41,41,Administrative occupations,1025.9354838709678,2.237903225806452,0.002740364015727307,13103.0
Solent-SOC41,41,Administrative occupations,1688.9741935483871,-6.552822580645159,-0.011326062605623145,18495.0
South Yorkshire-SOC41,41,Administrative occupations,1375.632258064516,-7.005241935483867,-0.009571207335659594,14620.0
Leicester and Leicestershire-SOC41,41,Administrative occupations,1525.4645161290323,-1.8616935483870967,-0.003128370972584944,17981.0
North East-SOC41,41,Administrative occupations,977.2967741935483,-3.2745967741935473,-0.003320961398091506,10852.0
"Essex, SouthendonSea and Thurrock-SOC41",41,Administrative occupations,2061.5225806451613,-1.6999999999999997,-0.003891390798536104,24494.0
Oxfordshire-SOC41,41,Administrative occupations,1729.4645161290323,-7.732661290322578,-0.013423136996374081,18575.0
West Yorkshire-SOC41,41,Administrative occupations,3097.9806451612903,-9.035080645161287,-0.029410787805034585,34832.0
StokeonTrent and Staffordshire-SOC41,41,Administrative occupations,1312.7032258064514,-0.3806451612903237,-0.0005686647847334805,15986.0
Greater London-SOC41,41,Administrative occupations,16832.23870967742,-189.85362903225797,-2.5992248293923184,146497.0
Greater Lincolnshire-SOC41,41,Administrative occupations,1082.0451612903225,-0.39193548387096794,-0.00047671077609047057,13015.0
The Marches-SOC41,41,Administrative occupations,762.6,-0.7633064516129029,-0.0006440012292107744,9028.0
West Midlands and Warwickshire-SOC41,41,Administrative occupations,4807.825806451613,-0.9326612903225812,-0.005047034002651005,57905.0
Buckinghamshire-SOC41,41,Administrative occupations,835.3612903225807,-0.9499999999999997,-0.0008696982466134969,9796.0
Oxfordshire-SOC42,42,Secretarial and related occupations,274.9032258064516,-1.743951612903225,-0.00044656142659546967,2740.0
Dorset-SOC42,42,Secretarial and related occupations,237.56129032258065,-2.4685483870967735,-0.00048146010505039033,2087.0
Swindon and Wiltshire-SOC42,42,Secretarial and related occupations,180.80645161290323,-1.004032258064516,-0.00017583829563861243,1874.0
Greater Lincolnshire-SOC42,42,Secretarial and related occupations,188.4064516129032,-0.9951612903225805,-0.00018163181827229828,1953.0
North East-SOC42,42,Secretarial and related occupations,155.8709677419355,-2.185483870967741,-0.0002452939438427984,1201.0
Derbyshire and Nottinghamshire-SOC42,42,Secretarial and related occupations,461.9935483870968,-2.469354838709677,-0.0011190046676263629,4849.0
Cheshire and Warrington-SOC42,42,Secretarial and related occupations,233.8322580645161,-2.485483870967741,-0.0004743106756404707,2042.0
"Brighton and Hove, East Sussex, West Sussex-SOC42",42,Secretarial and related occupations,559.0258064516129,0.1475806451612899,9.360595242758203e-05,6787.0
Solent-SOC42,42,Secretarial and related occupations,281.01290322580644,-2.1318548387096765,-0.0005389160423458691,2705.0
South East Midlands-SOC42,42,Secretarial and related occupations,379.9096774193548,-0.5669354838709676,-0.00023169108852907444,4373.0
Hertfordshire-SOC42,42,Secretarial and related occupations,342.5741935483871,-1.4975806451612899,-0.0005127927735545423,3664.0
Kent and Medway-SOC42,42,Secretarial and related occupations,509.916129032258,-3.5149193548387085,-0.0016673746382677216,5076.0
West Yorkshire-SOC42,42,Secretarial and related occupations,473.3225806451613,-2.7116935483870965,-0.00124478738593422,4912.0
Thames Valley Berkshire-SOC42,42,Secretarial and related occupations,290.23870967741937,-1.3092741935483865,-0.0003807732307588612,3112.0
Cornwall and the Isles of Scilly-SOC42,42,Secretarial and related occupations,164.69032258064513,-1.7185483870967733,-0.00023994327086822813,1494.0
Buckinghamshire-SOC42,42,Secretarial and related occupations,160.67096774193547,-1.916935483870967,-0.0002441740828685303,1363.0
West of England and North Somerset-SOC42,42,Secretarial and related occupations,368.85161290322577,-0.49677419354838687,-0.00019944332803020103,4296.0
The Marches-SOC42,42,Secretarial and related occupations,144.0774193548387,-1.9020161290322577,-0.00020654587988941104,1162.0
York and North Yorkshire-SOC42,42,Secretarial and related occupations,266.7354838709677,-1.7838709677419347,-0.00043644476881096836,2618.0
Greater Manchester-SOC42,42,Secretarial and related occupations,724.2064516129032,1.0052419354838706,0.0008506585374904174,9055.0
"Essex, SouthendonSea and Thurrock-SOC42",42,Secretarial and related occupations,357.9806451612903,-0.3455645161290321,-0.00013615260530519475,4216.0
Heart of the SouthWest-SOC42,42,Secretarial and related occupations,436.2774193548387,-1.805645161290322,-0.0007919161053547235,4693.0
Tees Valley-SOC42,42,Secretarial and related occupations,144.27096774193546,-1.8314516129032252,-0.00020196386308797228,1180.0
South Yorkshire-SOC42,42,Secretarial and related occupations,233.39999999999998,-1.8314516129032254,-0.00038390249568332364,2243.0
Worcestershire-SOC42,42,Secretarial and related occupations,143.2,-1.8471774193548383,-0.0002014539001508712,1167.0
West Midlands and Warwickshire-SOC42,42,Secretarial and related occupations,852.4,-1.8516129032258055,-0.0016893891500320162,9763.0
Hull and East Yorkshire-SOC42,42,Secretarial and related occupations,92.47096774193547,-3.319758064516128,-3.381653808214799e-05,109.0
Norfolk and Suffolk-SOC42,42,Secretarial and related occupations,363.80645161290323,-0.5282258064516125,-0.0002060973024266716,4175.0
Gloucestershire-SOC42,42,Secretarial and related occupations,232.96774193548384,-2.534274193548386,-0.0004784110293766595,2020.0
StokeonTrent and Staffordshire-SOC42,42,Secretarial and related occupations,187.2,-1.2040322580645157,-0.0002119899311362147,1884.0
Cumbria-SOC42,42,Secretarial and related occupations,104.04516129032258,-0.40806451612903216,-4.374097529898855e-05,1147.0
Cambridgeshire and Peterborough-SOC42,42,Secretarial and related occupations,288.23870967741937,-1.2467741935483867,-0.0003616643734801931,3104.0
Lancashire-SOC42,42,Secretarial and related occupations,340.8451612903226,-1.2967741935483867,-0.0004516686679160332,3727.0
North of Tyne-SOC42,42,Secretarial and related occupations,184.19354838709677,-1.0927419354838706,-0.00019239541640292762,1884.0
Greater London-SOC42,42,Secretarial and related occupations,3762.277419354839,-19.531451612903222,-0.07236708272196188,39647.0
Enterprise M3 LEP (including all of Surrey)-SOC42,42,Secretarial and related occupations,616.0516129032258,-0.14032258064516137,-9.639848279164159e-05,7351.0
Leicester and Leicestershire-SOC42,42,Secretarial and related occupations,185.8258064516129,-1.1504032258064514,-0.00020254764686256552,1884.0
Liverpool City Region-SOC42,42,Secretarial and related occupations,284.4,-1.1459677419354832,-0.0003314585749731644,3095.0
West Yorkshire-SOC51,51,Skilled agricultural and related trades,67.96774193548384,-2.5927419354838697,-1.8657189816605455e-05,77.0
"Brighton and Hove, East Sussex, West Sussex-SOC51",51,Skilled agricultural and related trades,108.50967741935483,0.23024193548387087,2.9133945571027538e-05,1354.0
Worcestershire-SOC51,51,Skilled agricultural and related trades,17.909677419354836,-0.6294354838709676,-2.647036615433844e-06,45.0
Thames Valley Berkshire-SOC51,51,Skilled agricultural and related trades,94.17419354838708,-3.506854838709677,-3.2772834286323786e-05,100.0
Enterprise M3 LEP (including all of Surrey)-SOC51,51,Skilled agricultural and related trades,176.51612903225805,0.6229838709677417,0.0001355946343298267,2329.0
Cornwall and the Isles of Scilly-SOC51,51,Skilled agricultural and related trades,24.761290322580642,-0.884274193548387,-4.710402505030194e-06,57.0
West of England and North Somerset-SOC51,51,Skilled agricultural and related trades,27.66451612903225,-0.9487903225806448,-6.1180856113886055e-06,69.0
Cheshire and Warrington-SOC51,51,Skilled agricultural and related trades,67.00645161290322,-2.5850806451612898,-1.570303741476994e-05,65.0
Solent-SOC51,51,Skilled agricultural and related trades,67.26451612903226,-2.6012096774193547,-1.5801013003069863e-05,65.0
West Midlands and Warwickshire-SOC51,51,Skilled agricultural and related trades,99.65161290322578,-3.7423387096774183,-2.972748922153218e-05,85.0
Heart of the SouthWest-SOC51,51,Skilled agricultural and related trades,96.26451612903224,-1.2080645161290318,-9.822128092904295e-05,870.0
York and North Yorkshire-SOC51,51,Skilled agricultural and related trades,83.97419354838709,-3.2020161290322573,-2.2742244287852117e-05,76.0
Kent and Medway-SOC51,51,Skilled agricultural and related trades,143.00645161290322,-1.7262096774193543,-0.00019245544529222062,1193.0
Hertfordshire-SOC51,51,Skilled agricultural and related trades,89.58709677419354,-3.1999999999999993,-3.2596628959058234e-05,109.0
"Essex, SouthendonSea and Thurrock-SOC51",51,Skilled agricultural and related trades,114.45806451612901,-4.099193548387095,-5.976118983942019e-05,156.0
Oxfordshire-SOC51,51,Skilled agricultural and related trades,89.58709677419354,-3.1999999999999993,-3.2596628959058234e-05,109.0
North East-SOC51,51,Skilled agricultural and related trades,24.0258064516129,-0.9028225806451611,-3.7967424612148476e-06,45.0
Gloucestershire-SOC51,51,Skilled agricultural and related trades,25.987096774193542,-0.9326612903225803,-4.968153668096141e-06,57.0
StokeonTrent and Staffordshire-SOC51,51,Skilled agricultural and related trades,25.329032258064508,-0.9076612903225801,-4.8349822338454e-06,57.0
Hull and East Yorkshire-SOC51,51,Skilled agricultural and related trades,20.587096774193544,-0.6959677419354836,-3.7073208954318802e-06,57.0
Tees Valley-SOC51,51,Skilled agricultural and related trades,20.587096774193544,-0.6959677419354836,-3.7073208954318802e-06,57.0
Cambridgeshire and Peterborough-SOC51,51,Skilled agricultural and related trades,26.154838709677414,-0.9391129032258061,-5.002520489838267e-06,57.0
Lancashire-SOC51,51,Skilled agricultural and related trades,66.71612903225807,-2.579032258064516,-1.5666296569157475e-05,65.0
Buckinghamshire-SOC51,51,Skilled agricultural and related trades,25.69032258064516,-0.9221774193548385,-4.912307582765186e-06,57.0
The Marches-SOC51,51,Skilled agricultural and related trades,23.077419354838703,-0.8596774193548384,-3.615299208267108e-06,45.0
Swindon and Wiltshire-SOC51,51,Skilled agricultural and related trades,36.89677419354837,-1.39274193548387,-7.418937643581524e-06,57.0
Liverpool City Region-SOC51,51,Skilled agricultural and related trades,24.670967741935478,-0.8786290322580641,-4.680331536005832e-06,57.0
North of Tyne-SOC51,51,Skilled agricultural and related trades,33.69677419354838,-1.2572580645161284,-6.697234386996872e-06,57.0
South Yorkshire-SOC51,51,Skilled agricultural and related trades,33.812903225806444,-1.2584677419354833,-6.70367816607352e-06,57.0
Greater London-SOC51,51,Skilled agricultural and related trades,883.8258064516128,-18.335887096774186,-0.007822380202180793,4565.0
Cumbria-SOC51,51,Skilled agricultural and related trades,22.032258064516125,-0.758064516129032,-4.038101554699846e-06,57.0
Norfolk and Suffolk-SOC51,51,Skilled agricultural and related trades,99.10967741935481,-3.615725806451611,-3.784510585844787e-05,112.0
South East Midlands-SOC51,51,Skilled agricultural and related trades,98.3548387096774,-3.5947580645161277,-3.6617810883317055e-05,109.0
Derbyshire and Nottinghamshire-SOC51,51,Skilled agricultural and related trades,99.49032258064514,-3.643548387096773,-3.7114810896427694e-05,109.0
Greater Lincolnshire-SOC51,51,Skilled agricultural and related trades,35.135483870967725,-1.2766129032258056,-8.231984294796564e-06,69.0
Greater Manchester-SOC51,51,Skilled agricultural and related trades,111.85806451612905,3.869758064516128,0.0009077238536519282,2510.0
Dorset-SOC51,51,Skilled agricultural and related trades,35.17419354838709,-1.3153225806451607,-7.0065357826760095e-06,57.0
Leicester and Leicestershire-SOC51,51,Skilled agricultural and related trades,34.16129032258063,-1.276209677419354,-6.798186925864368e-06,57.0
"Brighton and Hove, East Sussex, West Sussex-SOC52",52,"Skilled metal, electrical and electronic trades",1246.348387096774,4.306854838709677,0.006616956204577405,16440.0
"Essex, SouthendonSea and Thurrock-SOC52",52,"Skilled metal, electrical and electronic trades",1348.3935483870966,-8.45806451612903,-0.010892220482949527,13780.0
Tees Valley-SOC52,52,"Skilled metal, electrical and electronic trades",438.6967741935484,-2.170564516129032,-0.0009408050849438853,4638.0
Thames Valley Berkshire-SOC52,52,"Skilled metal, electrical and electronic trades",1254.2129032258065,-4.624193548387095,-0.005936413095564244,13737.0
Hertfordshire-SOC52,52,"Skilled metal, electrical and electronic trades",1089.3548387096776,0.47580645161290325,0.0005908176681747884,13287.0
Hull and East Yorkshire-SOC52,52,"Skilled metal, electrical and electronic trades",347.9612903225806,0.05887096774193565,2.3206196381370893e-05,4218.0
West Yorkshire-SOC52,52,"Skilled metal, electrical and electronic trades",1860.090322580645,-0.1467741935483869,-0.00030851337048585684,22492.0
Buckinghamshire-SOC52,52,"Skilled metal, electrical and electronic trades",436.3806451612903,-1.8846774193548383,-0.0008262256490606131,4691.0
The Marches-SOC52,52,"Skilled metal, electrical and electronic trades",508.34838709677416,-1.18508064516129,-0.0006349303100997006,5733.0
Greater Lincolnshire-SOC52,52,"Skilled metal, electrical and electronic trades",739.1483870967742,0.5209677419354837,0.00044241268799182805,9087.0
Derbyshire and Nottinghamshire-SOC52,52,"Skilled metal, electrical and electronic trades",1897.0193548387097,0.6762096774193544,0.0014553636800629403,23030.0
South East Midlands-SOC52,52,"Skilled metal, electrical and electronic trades",1950.4967741935484,1.402419354838709,0.0031564777194784824,24084.0
Solent-SOC52,52,"Skilled metal, electrical and electronic trades",1008.4129032258064,-1.2657258064516126,-0.001398976581069977,11827.0
Gloucestershire-SOC52,52,"Skilled metal, electrical and electronic trades",728.9612903225807,0.9479838709677418,0.0008039773147865484,9075.0
Enterprise M3 LEP (including all of Surrey)-SOC52,52,"Skilled metal, electrical and electronic trades",1876.3870967741934,4.169354838709677,0.009356458411956857,24013.0
Swindon and Wiltshire-SOC52,52,"Skilled metal, electrical and electronic trades",713.2,1.3846774193548386,0.0011682515695244586,9028.0
Cheshire and Warrington-SOC52,52,"Skilled metal, electrical and electronic trades",865.6645161290322,-1.8701612903225804,-0.00172151775714235,9850.0
North East-SOC52,52,"Skilled metal, electrical and electronic trades",674.425806451613,0.18306451612903218,0.00014107293934961684,8246.0
Oxfordshire-SOC52,52,"Skilled metal, electrical and electronic trades",1011.5548387096774,-1.238306451612903,-0.0013742253850269539,11875.0
Cornwall and the Isles of Scilly-SOC52,52,"Skilled metal, electrical and electronic trades",303.53548387096777,-1.464919354838709,-0.00043740202799157714,3195.0
StokeonTrent and Staffordshire-SOC52,52,"Skilled metal, electrical and electronic trades",957.9225806451612,-1.4608870967741932,-0.001522665711787539,11153.0
North of Tyne-SOC52,52,"Skilled metal, electrical and electronic trades",569.8903225806451,-0.22701612903225796,-0.00014418042354714171,6796.0
Liverpool City Region-SOC52,52,"Skilled metal, electrical and electronic trades",767.3612903225807,-0.20604838709677376,-0.00017727047264204547,9206.0
Leicester and Leicestershire-SOC52,52,"Skilled metal, electrical and electronic trades",1033.8709677419354,1.3366935483870963,0.0016216968363197176,12982.0
Norfolk and Suffolk-SOC52,52,"Skilled metal, electrical and electronic trades",1128.9612903225807,-0.31209677419354864,-0.00039468214673726723,13532.0
Heart of the SouthWest-SOC52,52,"Skilled metal, electrical and electronic trades",1299.851612903226,1.1604838709677412,0.0017614682830275254,16242.0
Cumbria-SOC52,52,"Skilled metal, electrical and electronic trades",329.92258064516125,-2.0415322580645157,-0.0006366616141107974,3337.0
South Yorkshire-SOC52,52,"Skilled metal, electrical and electronic trades",1013.6709677419354,-2.6407258064516124,-0.002823225362215222,11440.0
Lancashire-SOC52,52,"Skilled metal, electrical and electronic trades",955.0774193548386,-1.6036290322580644,-0.0016647000554388084,11108.0
Greater Manchester-SOC52,52,"Skilled metal, electrical and electronic trades",2166.348387096774,-2.822177419354838,-0.006657921908289041,25244.0
West of England and North Somerset-SOC52,52,"Skilled metal, electrical and electronic trades",1267.7677419354839,0.3532258064516127,0.0005110974944136051,15483.0
