gender,status,occupation,qualification,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
1,1,1,1,11.5902726613454,9.57925085318115,8.86840661144641,8.19138221107573,7.35471470172261,7.05700049693916,7.05489805589305,6.15311830848781,5.79805286057244,4.46853184551204,4.99671921110551,1.89675504868072,6.36778167229175,8.04821725112116,2.83244346068792,3.34944634920737,4.23596428148299,2.29022449625186,2.07937234896999,1.00464891912028,1.06139688394526,0.714459976191863,0.90777961793263,0.375964426882646,0.236045541488671,0.190451968536723,0.10017905534718,0.0114267118578967,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,1,2,23.3469084818232,20.89480566391,20.9307779227625,20.8638424375625,20.2367563096687,20.9015237250277,22.5698326216468,21.3998276075877,21.8689241915019,18.4276852183655,22.4337338753857,28.1150160829421,27.1702859448352,17.4037873527318,26.4778665617532,39.0636705635551,33.3514025036728,21.4773605220856,17.8895546300033,16.9239088860476,15.1803061026533,12.211127464488,19.0518249239297,10.0367909669521,8.51484185138503,10.362108282915,10.5296370909329,10.6929221860175,10.8232452328066,10.9324903973925,11.0212333439721,11.0975070874101,11.1385716749219,11.1377301128538,11.1115566001737
1,1,1,3,47.8669265094369,46.016966846322,48.4770617312986,50.0082966503606,50.4237258896852,54.8141210961102,61.280201971538,60.1805013281026,62.7968122721209,57.4881480716279,74.5042933020986,93.9563348877169,90.462088327141,84.2285292652721,119.095973196974,118.345497240699,113.430687708426,82.5223253967923,54.1285195628132,53.8573559995224,60.6641744636813,50.3000040879624,72.147615043359,38.8474240880723,43.6979072309697,48.5586340330435,50.9016040821452,53.381376044614,55.7067167961438,58.0283440809098,60.2388644106736,62.5718965861415,64.8520626035101,66.8794060543233,68.8809674756138
1,1,1,4,13.3240420386143,12.100480577535,12.0507447464282,11.7665777457198,11.2385933703271,11.5836918571337,12.3021327540737,11.4917622597883,11.4087184397122,9.94604153540456,12.2288549614664,12.2419029712598,11.509301912884,13.8317831554984,17.2546881723723,12.3444714233458,25.40034726998,14.336570687222,2.26415632136193,5.1569467210857,6.82826794015978,5.49101208373598,7.57575099893807,3.90036291059904,4.2223727962593,4.46139917171861,4.47094669606693,4.47634280819558,4.45841126924767,4.42729658544486,4.3759728611857,4.32440562977573,4.25817190934964,4.17994266094179,4.09657871261725
1,1,1,5,39.6687577944584,35.6656797172373,35.332764345045,34.3165543783106,32.6514321338997,33.3705638358188,35.0879978272226,32.7292410384125,32.2505123191674,28.0027918572125,34.2460500493275,28.1401775286901,42.2749085310852,45.8568142624994,49.1009755997126,32.4040250783153,34.596058877426,24.9733566920251,17.7531829959941,13.2939355733315,15.7042154093795,12.3027030075179,16.6851908306696,8.50185593322326,9.01851124852615,9.44898780614036,9.33510726999575,9.21556018404274,9.04140088760469,8.84747134076822,8.61475070395834,8.38232348112356,8.12281752125481,7.78889301592067,7.43826992562329
1,1,1,6,42.063082352769,39.0485683045433,40.664121855541,39.2903949556362,37.458837474735,39.2052813782608,40.447095710111,38.6074669980374,39.3578430712433,35.7871793503914,45.8717167542934,45.4708236390523,60.2894716827352,55.0399565890942,66.9891955011213,69.0221894236932,72.2050838356866,67.5342484375597,33.4555410260819,20.297990229772,27.0770649525298,21.9078657923598,29.4017399259268,13.2732954202473,14.4793463934287,12.3669370572886,11.1057686452759,9.94297307553625,8.75908004767847,7.58093134650753,6.43165334817966,5.3397705628095,4.30579066380303,3.27887539520867,2.32046333987144
1,1,1,7,14.7177876237756,14.2132641124344,15.1597234979304,15.1859031064821,14.976100726273,16.3369771609013,17.7149926254383,17.3760036943356,18.422728899181,17.5486604987613,23.5444957991733,26.8611020661338,25.7760734547492,32.5447790406562,50.0474736874493,52.6343570536867,53.8551852719818,42.7699086497018,24.460812482732,19.4788918606416,22.9620835377469,19.9421669456693,31.6519736754593,16.0188672642681,17.4272199601727,16.6384544879868,16.4865063529577,16.390458323671,16.2555980584173,16.0941741150921,15.9300006343798,15.783587203252,15.6668567686917,15.4949352687492,15.3279200847985
1,1,1,8,5.22817239993648,5.33589158723098,6.00065805233938,6.27531685252477,6.47988807280713,7.38356545845124,8.23872379491436,8.38797068503565,9.1715875956902,9.13469710354539,12.6251768819986,12.6699427741085,18.8424774432695,20.5638706618433,20.5702074644623,35.9069190224816,35.9769894089275,23.6384067884178,23.12035818067,9.71033518717557,16.4862085933747,13.2983072500346,17.4257099531685,9.62825065207517,10.8523352638562,10.1701646017929,10.0015272462995,9.86035781077297,9.68441221056302,9.46652185832369,9.22700871591111,9.00094814671701,8.7784875997077,8.59331896233985,8.44394378736711
1,1,1,9,1.00414360142911,0.954180150606274,1.009220769751,0.981571402108534,0.960768489244908,1.03252371244173,1.08592703425955,1.04613563462747,1.07568342015922,1.01701244437556,1.34993377107452,0.645090196848014,1.65644389840917,2.13819715182435,2.49894278146832,5.13000763145014,4.63725821674617,1.23106010391546,0.15589827475291,0.654546054879797,0.834032192569563,0.742296661889655,0.925248577327409,0.485707961437801,0.401860265568124,0.353697745331874,0.304155207422307,0.258308638141709,0.21268023319468,0.172165497018139,0.135669525406242,0.103763032354928,0.0789330793674516,0.0558881526151351,0.035978354491191
1,1,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.188822372762365,0.559003039095689,0.432268221262206,0.160946985854562,0.0998713100420566,0.251992689746131,0.104219378782517,0.078836183347864,1.97419771398768,1.56728257777173,1.42817483000685,2.50178482590869,1.41724023905698,1.28514928711876,1.75113425298082,1.90269844442966,2.04710138539208,2.19963447084604,2.3471275472472,2.48795607941357,2.63772398907421,2.78404845364204,2.93403527653488,3.07842046164075
