gender,status,occupation,qualification,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2230834392419,4.40559984235282,20.1866179171779,5.20567254736241,29.9622498738215,9.13084805147788,11.5310364412496,27.5122073783109,84.6865687575062,16.4718029825879,31.7759934585664,47.4025548667674,41.9737293189949,28.9102275401856,32.4301037681195,34.3267068707013,36.1372461585039,37.7500323495987,39.4881202005698,41.4323046204797,43.6209134571436,45.888485082784,47.9387939184306,49.9047475238612,51.7583868255928
1,1,1,2,230.728928095662,197.870877738793,217.010834346512,215.009540124525,209.501545880402,226.040735076599,196.771954680035,195.292160859833,269.61844971337,279.548794990432,217.553129670343,177.886931367362,238.287309421535,328.323465895839,240.347994317181,219.620029670668,261.626242577649,331.363197093482,319.161269054279,254.769687897019,242.34352252058,341.444154958982,286.804697161847,188.676069752841,202.89625396262,206.847977537431,210.477061407735,213.323197013303,217.023460199992,221.850709944475,228.01064906532,234.63720006462,240.178617227422,244.902590358986,249.121277487009
1,1,1,3,554.00732088961,472.106407390556,496.57756826652,498.899552897695,484.307335587628,532.741925227222,469.623668583413,478.788828304283,654.942126043534,738.44943809806,604.585795448044,644.849921542294,832.548998092375,751.714164485886,626.583617983274,547.363539377703,665.640026937664,629.974571025888,956.112050972983,884.814003084216,659.836365807183,1050.4250515389,812.34073544249,586.272336992083,696.572134295724,718.233145261212,742.688225394655,766.48211520222,792.819598792342,823.941865170033,858.674506268131,898.066961490825,934.568868889338,968.563455584721,1001.5640222923
1,1,1,4,474.529745461349,375.339600505625,366.573091855857,342.201186963595,308.649216599002,315.399991242197,258.555063567652,244.374881876411,310.024871019219,323.495227931509,244.763295773347,226.534866957457,221.64110129732,280.177943970338,215.390392714059,164.424855643551,146.838034802978,159.609937785703,193.949031185695,135.231525967625,105.539054872314,148.436348671528,100.891268541301,63.3673250909235,64.1364079441645,55.454731161758,46.7406237355413,37.782518609177,28.7303939220337,19.5667600947342,10.1503701272945,0.450587966090246,0.0,0.0,0.0
1,1,1,5,250.192509843141,200.540257390054,198.546829233075,187.889066206832,171.853693431172,178.277104634627,148.404653855244,142.930755924157,184.727678445961,196.883070366581,152.256041506479,122.106876997164,155.290073944057,199.33163549676,155.919838493598,122.507256258075,108.803910008842,146.101943250575,110.587502741477,118.713742176093,93.8752743826619,140.620481492164,102.267180386437,69.3861400557027,77.0437121388835,74.3448115078879,71.9136965828768,69.3332762814409,66.8852349819684,64.6877413355192,62.5748978058398,60.5744031545538,58.1520658001707,55.3653590189808,52.363345237284
1,1,1,6,536.116256405746,453.150585297392,457.426336314557,458.21638174198,424.034302542518,459.777697031839,399.486092989639,415.401564357432,537.694739062507,621.749607796636,505.723326026741,424.470658049494,608.651011017351,670.492412081494,611.01262581524,650.526626555275,725.632158429586,577.340925941939,820.456888772063,600.64039896478,578.52036602858,695.882234284856,603.041907032474,419.585630592206,447.597389211081,440.898844898784,421.672764957364,402.754368982655,385.928482112109,371.062227382839,358.358449261385,346.558825488736,334.235433312726,321.712358734226,309.835148294558
1,1,1,7,374.451919049484,316.112837638681,317.198757188183,314.898442804716,295.614901582744,320.123347571157,280.662097446615,289.204247914812,377.614922902097,438.885997733069,355.676874735808,334.017496910327,362.416967033505,503.606721595943,412.496030384241,539.652300979404,535.968656990995,443.636401541526,701.429495113785,444.97457535638,394.569034270058,561.384084813628,454.074807169523,337.974156179918,367.33013435242,358.733612532384,348.142436708564,337.883349459757,329.411850330149,322.923522058515,318.612710937077,315.430483388182,311.895722413057,307.954138788291,304.284707813997
1,1,1,8,206.525465782892,172.8057842282,172.609073677281,169.312672910206,157.622315215971,169.790233238088,149.381788348335,151.83085854642,196.082462374077,226.523099004365,181.85552814337,163.041414369577,166.59250543575,184.609270348547,291.15904222898,314.959030550673,256.191684122719,245.139506329059,392.216067502096,190.130760188155,201.382128932174,200.061581524717,196.751053387978,165.711878859894,145.45617352597,149.790855219231,142.37302203413,135.415179591979,129.153030403953,123.533500486237,118.617209866597,114.295935629053,109.885057114917,106.150346625814,102.778387560166
1,1,1,9,17.5659225844316,15.1165924068126,15.6201169186175,15.6618972268694,15.0071489533711,16.5725619008035,14.7306998662046,15.4029498273589,20.2926386098866,24.1189516702561,20.053077194493,43.2896613298767,0.0,14.579898244031,17.72346419572,38.9676865718264,13.085615960284,21.1503024630485,35.2305348665574,36.5658394501289,19.9502282963975,17.7385228022785,14.7616553771445,12.0456467295868,12.380467131487,10.7209655432236,9.54724041235747,8.42731482927283,7.33954055028072,6.41709746633708,5.59846315498946,4.86134874255628,4.18638758064293,3.55302362779154,3.00224379594101
1,1,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0350596607274886,0.13324865453787,0.361153048374923,0.121910616938018,0.996265575152377,0.274375050299782,0.303503910270704,0.748409945421754,2.70871264267707,0.369313127541354,0.836859627013914,1.23015315895915,1.04519814306547,0.688304487483298,0.722733233692679,0.747971434094346,0.769265080296998,0.783423849822001,0.799303329030106,0.819551857968197,0.845374487947688,0.871167187938853,0.896921683358664,0.923504413254653,0.94615947890503
